Date,Adset,URL,Platform,Spend,Visitors,Leads,SiteVisits,Closure,Project
2025-10-13,Adset-10,URL-432,Google,12392,33314,1934,49,2,ASBL Palm
2025-10-13,Adset-13,URL-400,YouTube,8639,5909,2536,12,11,ASBL Spectra
2025-10-13,Adset-8,URL-246,Google,4769,37749,2650,78,24,ASBL Spire
2025-10-13,Adset-3,URL-424,Instagram,3488,92089,2198,83,25,Elite Enclave
2025-10-13,Adset-2,URL-323,LinkedIn,2915,60539,1290,83,18,ASBL Lakeside
2025-10-13,Adset-3,URL-457,Facebook,16907,94449,1132,24,19,ASBL Lakeside
2025-10-13,Adset-11,URL-377,Meta,7694,60559,2405,64,8,ASBL Spectra
2025-10-13,Adset-6,URL-378,WhatsApp,13067,62706,1617,26,12,Riverfront Homes
2025-10-13,Adset-10,URL-377,Instagram,11133,46710,2135,31,24,Skyline Towers
2025-10-13,Adset-5,URL-412,WhatsApp,3803,19277,1867,49,9,ASBL Spire
2025-10-13,Adset-4,URL-246,Facebook,19461,33266,2739,12,22,Skyline Towers
2025-10-13,Adset-13,URL-437,Google,4394,34294,2313,35,18,Sunshine Meadows
2025-10-13,Adset-14,URL-172,Meta,7466,90373,1979,97,3,ASBL Spectra
2025-10-13,Adset-4,URL-437,YouTube,11291,7951,1171,77,2,ASBL Loft
2025-10-13,Adset-8,URL-327,Instagram,8030,54020,2767,28,11,ASBL Lakeside
2025-10-13,Adset-11,URL-457,Google,13575,77839,2488,60,1,Skyline Towers
2025-10-13,Adset-9,URL-164,Google,10965,61865,2047,67,25,ASBL Spire
2025-10-13,Adset-10,URL-339,LinkedIn,19794,12742,2185,95,5,ASBL Spectra
2025-10-13,Adset-10,URL-125,Instagram,16278,15251,2233,32,26,GreenNest Residency
2025-10-13,Adset-4,URL-437,Facebook,15199,20815,1121,22,28,ASBL Palm
2025-10-13,Adset-4,URL-172,Google,6698,32223,2085,29,20,ASBL Spectra
2025-10-13,Adset-2,URL-378,Instagram,15177,60369,2109,1,2,ASBL Spire
2025-10-13,Adset-8,URL-339,Facebook,7548,13252,1797,42,29,ASBL Spectra
2025-10-13,Adset-7,URL-323,Meta,3664,22355,2117,84,1,Sunshine Meadows
2025-10-14,Adset-7,URL-125,WhatsApp,3866,95561,2252,25,23,ASBL Loft
2025-10-14,Adset-13,URL-339,LinkedIn,14288,91094,2185,85,6,ASBL Spire
2025-10-14,Adset-4,URL-432,Meta,11933,52163,2403,28,2,Sunshine Meadows
2025-10-14,Adset-1,URL-432,Instagram,8427,46577,2422,66,27,ASBL Spectra
2025-10-14,Adset-4,URL-164,YouTube,14647,97571,1704,72,2,Riverfront Homes
2025-10-14,Adset-1,URL-125,Facebook,1898,14741,1190,67,0,ASBL Spectra
2025-10-14,Adset-11,URL-424,Meta,17009,82179,2122,27,7,ASBL Spectra
2025-10-14,Adset-1,URL-172,LinkedIn,10297,55067,2866,74,20,ASBL Spire
2025-10-14,Adset-3,URL-356,YouTube,3306,91229,2284,0,2,ASBL Spectra
2025-10-14,Adset-7,URL-378,WhatsApp,3576,36076,2999,17,14,Skyline Towers
2025-10-14,Adset-4,URL-457,YouTube,5076,86162,1993,61,13,ASBL Lakeside
2025-10-14,Adset-2,URL-481,Facebook,4210,25576,2693,51,15,ASBL Spectra
2025-10-14,Adset-6,URL-116,Google,14521,59740,2419,41,15,ASBL Loft
2025-10-14,Adset-6,URL-412,YouTube,7886,94083,1829,94,26,Riverfront Homes
2025-10-14,Adset-4,URL-400,Google,18655,64631,1409,26,11,Skyline Towers
2025-10-14,Adset-8,URL-377,Instagram,16602,75890,1435,32,15,GreenNest Residency
2025-10-14,Adset-5,URL-437,WhatsApp,12097,30626,1580,42,16,ASBL Lakeside
2025-10-14,Adset-6,URL-457,Meta,16434,54983,1652,76,7,GreenNest Residency
2025-10-14,Adset-4,URL-412,LinkedIn,12482,98900,1244,3,7,ASBL Lakeside
2025-10-14,Adset-7,URL-432,WhatsApp,11343,52794,1694,28,12,Skyline Towers
2025-10-14,Adset-3,URL-400,LinkedIn,12751,8865,1240,26,22,ASBL Palm
2025-10-14,Adset-10,URL-481,LinkedIn,1749,65632,2823,48,18,Skyline Towers
2025-10-14,Adset-6,URL-164,YouTube,7319,20000,2695,28,24,GreenNest Residency
2025-10-14,Adset-8,URL-437,YouTube,15128,9316,1406,97,13,ASBL Loft
2025-10-14,Adset-5,URL-400,Meta,7401,6549,2096,23,26,Riverfront Homes
2025-10-14,Adset-14,URL-412,Facebook,8042,57865,2477,98,1,Skyline Towers
2025-10-14,Adset-6,URL-301,LinkedIn,6228,20277,2540,94,11,ASBL Spire
2025-10-14,Adset-9,URL-327,WhatsApp,10014,84848,1449,6,8,Elite Enclave
2025-10-14,Adset-7,URL-412,Meta,15474,17263,1381,88,21,Riverfront Homes
2025-10-14,Adset-13,URL-339,Facebook,9942,18846,2026,47,5,GreenNest Residency
2025-10-14,Adset-6,URL-437,Meta,3566,80472,1759,27,6,ASBL Lakeside
2025-10-14,Adset-9,URL-457,Google,15222,5880,1164,41,12,ASBL Spire
2025-10-14,Adset-2,URL-339,Meta,14478,65578,2269,0,21,Riverfront Homes
2025-10-15,Adset-11,URL-301,YouTube,6173,47624,2688,36,12,Elite Enclave
2025-10-15,Adset-2,URL-457,Facebook,16636,98987,1916,74,17,ASBL Loft
2025-10-15,Adset-7,URL-457,LinkedIn,2741,30044,2113,69,0,Riverfront Homes
2025-10-15,Adset-11,URL-339,Facebook,7592,50858,2337,26,17,ASBL Spire
2025-10-15,Adset-4,URL-457,Facebook,17411,37104,2805,70,0,Riverfront Homes
2025-10-15,Adset-3,URL-432,Google,6496,50085,2998,66,19,GreenNest Residency
2025-10-15,Adset-6,URL-437,YouTube,18920,56217,1322,27,19,ASBL Lakeside
2025-10-15,Adset-6,URL-172,Facebook,18733,70755,2296,39,17,ASBL Palm
2025-10-15,Adset-8,URL-301,YouTube,17552,66496,2341,3,13,ASBL Spire
2025-10-15,Adset-10,URL-437,Facebook,19717,18095,2067,20,17,Sunshine Meadows
2025-10-15,Adset-10,URL-432,Instagram,5543,84480,1356,83,1,Skyline Towers
2025-10-15,Adset-12,URL-437,WhatsApp,15179,86253,2399,13,21,ASBL Palm
2025-10-15,Adset-2,URL-246,Instagram,5278,38310,2364,69,17,GreenNest Residency
2025-10-15,Adset-2,URL-378,Meta,15904,12261,2778,6,21,ASBL Spectra
2025-10-15,Adset-5,URL-457,Meta,19982,65303,1109,89,19,ASBL Spire
2025-10-15,Adset-11,URL-432,Facebook,11105,95670,2678,10,1,ASBL Lakeside
2025-10-15,Adset-13,URL-366,Google,15938,50008,1979,28,3,Elite Enclave
2025-10-15,Adset-11,URL-356,LinkedIn,16465,40563,1960,88,7,ASBL Loft
2025-10-15,Adset-9,URL-400,YouTube,12906,69969,2776,53,22,ASBL Loft
2025-10-15,Adset-2,URL-424,Facebook,13692,6514,2324,30,23,Riverfront Homes
2025-10-15,Adset-14,URL-457,Meta,3865,75395,1970,55,22,GreenNest Residency
2025-10-15,Adset-1,URL-424,YouTube,3946,77835,1281,8,25,Elite Enclave
2025-10-15,Adset-11,URL-323,WhatsApp,5181,32483,2507,47,8,Sunshine Meadows
2025-10-15,Adset-10,URL-366,Instagram,1892,14775,1043,74,17,ASBL Lakeside
2025-10-15,Adset-5,URL-481,LinkedIn,7876,11923,2299,16,5,ASBL Spectra
2025-10-15,Adset-11,URL-481,Meta,10141,34528,2266,10,4,ASBL Spectra
2025-10-15,Adset-14,URL-377,Instagram,8593,61149,2991,10,21,ASBL Lakeside
2025-10-15,Adset-5,URL-323,Instagram,15203,73542,1446,63,14,ASBL Spire
2025-10-15,Adset-8,URL-323,LinkedIn,6092,68856,1522,52,24,ASBL Spire
2025-10-16,Adset-14,URL-400,Facebook,4423,51475,2542,17,21,GreenNest Residency
2025-10-16,Adset-1,URL-339,LinkedIn,18725,40634,2308,31,9,Riverfront Homes
2025-10-16,Adset-11,URL-400,Instagram,3383,90015,1962,2,25,ASBL Lakeside
2025-10-16,Adset-4,URL-172,Instagram,1170,96110,2072,37,0,Sunshine Meadows
2025-10-16,Adset-1,URL-400,YouTube,1456,26633,2919,78,3,Sunshine Meadows
2025-10-16,Adset-10,URL-327,Instagram,16434,33359,1466,50,12,Sunshine Meadows
2025-10-16,Adset-3,URL-481,Facebook,13728,34179,1455,2,19,ASBL Spectra
2025-10-16,Adset-2,URL-339,YouTube,3165,19801,2710,52,10,ASBL Palm
2025-10-16,Adset-7,URL-457,YouTube,8707,62430,1703,44,15,Sunshine Meadows
2025-10-16,Adset-14,URL-301,LinkedIn,19853,92177,2790,9,8,Skyline Towers
2025-10-16,Adset-14,URL-327,Facebook,8805,25287,2268,17,7,Riverfront Homes
2025-10-16,Adset-9,URL-457,YouTube,10266,94324,2081,73,6,Skyline Towers
2025-10-16,Adset-1,URL-172,Instagram,16981,62538,2418,4,23,Sunshine Meadows
2025-10-16,Adset-14,URL-339,Meta,5147,22314,1601,70,19,Skyline Towers
2025-10-16,Adset-9,URL-125,YouTube,4613,95314,2476,47,21,Sunshine Meadows
2025-10-16,Adset-9,URL-125,WhatsApp,2345,17479,1813,26,15,Skyline Towers
2025-10-16,Adset-4,URL-246,WhatsApp,8652,91869,1217,48,25,ASBL Spectra
2025-10-16,Adset-14,URL-377,Google,2422,76235,1048,1,17,ASBL Spectra
2025-10-16,Adset-8,URL-481,Google,7138,55405,1473,45,4,ASBL Loft
2025-10-16,Adset-2,URL-457,Meta,1099,35211,2824,73,22,ASBL Palm
2025-10-16,Adset-14,URL-172,Google,17067,45038,2635,21,23,GreenNest Residency
2025-10-16,Adset-4,URL-432,YouTube,17188,39674,2073,23,8,ASBL Palm
2025-10-16,Adset-10,URL-366,WhatsApp,4640,78579,1819,26,10,Skyline Towers
2025-10-16,Adset-11,URL-164,Facebook,5730,63248,2846,51,26,ASBL Spire
2025-10-16,Adset-14,URL-437,Instagram,6535,72342,1376,65,12,Sunshine Meadows
2025-10-16,Adset-11,URL-323,LinkedIn,16323,78903,1079,78,5,GreenNest Residency
2025-10-16,Adset-4,URL-412,Instagram,15388,84636,1631,3,15,ASBL Spire
2025-10-16,Adset-1,URL-125,Facebook,16933,17992,2456,97,2,ASBL Loft
2025-10-16,Adset-12,URL-424,LinkedIn,3074,24511,1694,20,1,ASBL Spire
2025-10-16,Adset-13,URL-412,LinkedIn,7808,68807,1197,81,4,ASBL Spectra
2025-10-16,Adset-7,URL-125,Google,13619,47018,2076,77,8,Skyline Towers
2025-10-16,Adset-9,URL-457,LinkedIn,13968,18809,1466,9,10,ASBL Loft
2025-10-16,Adset-5,URL-481,YouTube,11638,81190,1817,70,21,ASBL Loft
2025-10-16,Adset-9,URL-246,LinkedIn,19673,77900,1296,56,28,Sunshine Meadows
2025-10-16,Adset-13,URL-378,Facebook,9909,22970,1393,55,3,ASBL Spire
2025-10-16,Adset-14,URL-116,Meta,6761,26596,2538,31,0,GreenNest Residency
2025-10-17,Adset-2,URL-172,LinkedIn,11190,65836,1180,69,28,ASBL Spire
2025-10-17,Adset-4,URL-412,WhatsApp,18213,98017,1711,31,0,ASBL Spectra
2025-10-17,Adset-1,URL-323,LinkedIn,6851,41961,1771,5,0,ASBL Loft
2025-10-17,Adset-3,URL-366,Google,4867,10339,2945,97,6,Riverfront Homes
2025-10-17,Adset-10,URL-378,Google,11268,96649,1172,89,6,ASBL Spire
2025-10-17,Adset-5,URL-437,YouTube,16878,79544,1521,39,18,ASBL Lakeside
2025-10-17,Adset-12,URL-424,Google,13154,67399,2550,62,20,Riverfront Homes
2025-10-17,Adset-12,URL-125,LinkedIn,7492,59540,1237,10,28,ASBL Palm
2025-10-17,Adset-14,URL-301,Instagram,10110,9960,2362,13,9,GreenNest Residency
2025-10-17,Adset-2,URL-412,Meta,4690,8451,2502,10,28,ASBL Palm
2025-10-17,Adset-3,URL-356,Facebook,1146,45570,2723,0,7,Elite Enclave
2025-10-17,Adset-9,URL-412,Meta,19730,42512,2372,49,17,ASBL Lakeside
2025-10-17,Adset-4,URL-327,WhatsApp,14906,16600,2199,63,16,Elite Enclave
2025-10-17,Adset-2,URL-432,WhatsApp,3663,20685,1166,34,9,Sunshine Meadows
2025-10-17,Adset-5,URL-481,Google,2462,33926,2241,38,8,Elite Enclave
2025-10-17,Adset-12,URL-366,YouTube,18635,81791,1914,5,2,ASBL Loft
2025-10-17,Adset-1,URL-327,YouTube,1108,70661,1016,97,28,Elite Enclave
2025-10-17,Adset-12,URL-437,Facebook,18588,23080,2728,50,13,Sunshine Meadows
2025-10-17,Adset-2,URL-377,Google,15316,7333,1952,89,23,ASBL Palm
2025-10-17,Adset-8,URL-301,Instagram,17804,93951,2632,86,18,Skyline Towers
2025-10-17,Adset-6,URL-437,YouTube,5875,15224,2343,84,24,Skyline Towers
2025-10-17,Adset-13,URL-164,Google,15945,18070,1708,74,24,ASBL Spire
2025-10-17,Adset-11,URL-327,Facebook,14635,46028,1406,22,29,ASBL Spire
2025-10-17,Adset-13,URL-412,LinkedIn,14806,48180,2252,35,10,ASBL Spire
2025-10-17,Adset-4,URL-339,WhatsApp,11878,81252,2169,18,23,ASBL Spire
2025-10-17,Adset-14,URL-339,LinkedIn,7137,34834,2413,61,29,Skyline Towers
2025-10-18,Adset-12,URL-327,Instagram,8142,70563,1393,26,17,Elite Enclave
2025-10-18,Adset-10,URL-424,Google,3726,58640,2735,80,20,GreenNest Residency
2025-10-18,Adset-3,URL-366,Meta,16966,15276,1501,46,5,ASBL Spire
2025-10-18,Adset-9,URL-116,YouTube,7203,73027,2670,56,11,ASBL Loft
2025-10-18,Adset-13,URL-400,WhatsApp,14110,59345,2432,0,8,GreenNest Residency
2025-10-18,Adset-7,URL-377,Instagram,11287,70862,1404,59,8,ASBL Spire
2025-10-18,Adset-11,URL-378,Meta,7634,42203,1690,0,28,ASBL Spire
2025-10-18,Adset-12,URL-116,Meta,4878,99325,1323,87,5,GreenNest Residency
2025-10-18,Adset-5,URL-378,LinkedIn,2934,63645,2066,37,11,ASBL Spectra
2025-10-18,Adset-12,URL-172,YouTube,10618,16161,1643,5,9,Skyline Towers
2025-10-18,Adset-8,URL-424,LinkedIn,8361,40298,1587,9,10,ASBL Lakeside
2025-10-18,Adset-10,URL-437,YouTube,14143,92918,2049,3,5,ASBL Loft
2025-10-18,Adset-8,URL-327,WhatsApp,15383,50376,2434,27,24,Elite Enclave
2025-10-18,Adset-11,URL-172,Google,4678,64161,1919,49,13,Riverfront Homes
2025-10-18,Adset-12,URL-172,LinkedIn,8239,94783,2970,74,23,Skyline Towers
2025-10-18,Adset-5,URL-164,WhatsApp,9371,29745,1141,77,23,ASBL Spire
2025-10-18,Adset-14,URL-246,Google,1429,29317,2692,76,5,Skyline Towers
2025-10-18,Adset-2,URL-172,Facebook,3089,35089,2755,11,10,Sunshine Meadows
2025-10-18,Adset-10,URL-301,Instagram,1263,70509,1044,8,18,Sunshine Meadows
2025-10-18,Adset-1,URL-356,Meta,10080,10772,2048,47,23,Elite Enclave
2025-10-18,Adset-14,URL-481,Meta,10807,24991,1897,71,11,Sunshine Meadows
2025-10-18,Adset-1,URL-301,WhatsApp,11758,81412,2907,74,12,Skyline Towers
2025-10-18,Adset-12,URL-432,Instagram,19465,75895,1556,35,22,ASBL Spire
2025-10-18,Adset-6,URL-164,Google,10616,12533,2758,49,21,Sunshine Meadows
2025-10-18,Adset-9,URL-323,WhatsApp,1154,52983,2116,43,18,Riverfront Homes
2025-10-18,Adset-4,URL-437,Google,5450,12806,1996,3,8,ASBL Spectra
2025-10-18,Adset-5,URL-323,Facebook,15447,73510,1344,67,3,Riverfront Homes
2025-10-18,Adset-13,URL-327,Google,2275,42368,2609,26,20,Riverfront Homes
2025-10-18,Adset-6,URL-481,Instagram,6674,93191,1840,14,29,ASBL Loft
2025-10-18,Adset-12,URL-378,LinkedIn,10260,85402,2615,92,25,ASBL Lakeside
2025-10-18,Adset-14,URL-125,WhatsApp,5916,39450,2932,96,4,Skyline Towers
2025-10-18,Adset-12,URL-377,Facebook,1344,76036,2063,11,21,Sunshine Meadows
2025-10-19,Adset-7,URL-481,Google,19649,67652,2093,53,8,Skyline Towers
2025-10-19,Adset-7,URL-432,Meta,10246,80560,2482,65,8,Skyline Towers
2025-10-19,Adset-1,URL-125,LinkedIn,10479,73177,2195,94,2,ASBL Spire
2025-10-19,Adset-1,URL-424,Facebook,12653,14339,1402,0,3,ASBL Spire
2025-10-19,Adset-4,URL-437,YouTube,13071,43939,1681,75,12,Skyline Towers
2025-10-19,Adset-13,URL-481,YouTube,13642,27597,2652,5,24,Elite Enclave
2025-10-19,Adset-1,URL-246,Google,14758,35272,1512,35,8,ASBL Spire
2025-10-19,Adset-13,URL-400,LinkedIn,18733,46968,2318,7,7,ASBL Loft
2025-10-19,Adset-14,URL-172,YouTube,17926,20010,1692,93,23,Skyline Towers
2025-10-19,Adset-8,URL-116,WhatsApp,1412,10277,1864,9,29,GreenNest Residency
2025-10-19,Adset-6,URL-437,WhatsApp,17935,90455,2471,92,17,ASBL Spire
2025-10-19,Adset-8,URL-377,LinkedIn,2639,33231,1159,45,19,Sunshine Meadows
2025-10-19,Adset-7,URL-327,Facebook,9910,68536,2494,50,13,Skyline Towers
2025-10-19,Adset-14,URL-116,WhatsApp,11426,70905,1045,29,25,Riverfront Homes
2025-10-19,Adset-6,URL-424,Facebook,13480,39668,2530,57,6,ASBL Palm
2025-10-19,Adset-4,URL-378,LinkedIn,17182,68074,2779,27,0,Skyline Towers
2025-10-19,Adset-13,URL-246,LinkedIn,10809,12954,2537,83,23,GreenNest Residency
2025-10-19,Adset-12,URL-125,Instagram,10973,34823,2669,68,11,GreenNest Residency
2025-10-19,Adset-2,URL-481,Facebook,4964,36317,2849,48,3,ASBL Spectra
2025-10-19,Adset-3,URL-424,Facebook,11211,88526,1735,72,23,ASBL Spectra
2025-10-19,Adset-8,URL-125,Meta,7923,33961,1628,29,12,ASBL Palm
2025-10-19,Adset-1,URL-424,LinkedIn,18512,83957,2041,59,23,ASBL Palm
2025-10-19,Adset-6,URL-125,Meta,14101,35815,2268,58,17,Skyline Towers
2025-10-19,Adset-2,URL-412,WhatsApp,2436,45331,2301,4,2,Skyline Towers
2025-10-19,Adset-3,URL-412,Facebook,12483,41781,1975,80,3,ASBL Spire
2025-10-19,Adset-8,URL-356,LinkedIn,3207,31177,1122,22,16,Skyline Towers
2025-10-19,Adset-11,URL-481,Meta,2578,61665,2949,17,24,Riverfront Homes
2025-10-19,Adset-14,URL-125,Facebook,1008,26226,2817,45,4,Riverfront Homes
2025-10-19,Adset-2,URL-301,Instagram,6101,30724,1796,99,14,Sunshine Meadows
2025-10-19,Adset-9,URL-327,Google,19388,41700,2881,82,11,ASBL Loft
2025-10-19,Adset-2,URL-125,Instagram,1564,21444,2644,8,28,Riverfront Homes
2025-10-19,Adset-7,URL-424,LinkedIn,11669,42482,1193,80,17,Sunshine Meadows
2025-10-19,Adset-13,URL-356,WhatsApp,17784,16941,2160,67,3,GreenNest Residency
2025-10-19,Adset-10,URL-457,WhatsApp,9165,54483,1525,75,12,ASBL Spire
2025-10-20,Adset-1,URL-323,WhatsApp,8806,54576,2818,14,10,Sunshine Meadows
2025-10-20,Adset-12,URL-356,Facebook,13954,39026,1493,48,16,Riverfront Homes
2025-10-20,Adset-10,URL-172,LinkedIn,17889,6434,2722,2,22,ASBL Spire
2025-10-20,Adset-12,URL-246,Facebook,2913,16454,2240,39,24,Sunshine Meadows
2025-10-20,Adset-2,URL-457,YouTube,4134,60856,1554,36,22,Skyline Towers
2025-10-20,Adset-7,URL-412,LinkedIn,12249,21345,2303,56,17,ASBL Spire
2025-10-20,Adset-10,URL-172,YouTube,13522,57035,1510,62,11,GreenNest Residency
2025-10-20,Adset-7,URL-172,Meta,3521,21111,2273,10,23,Elite Enclave
2025-10-20,Adset-14,URL-378,Facebook,6023,78726,2687,54,1,ASBL Palm
2025-10-20,Adset-3,URL-457,YouTube,9453,83383,2910,16,5,ASBL Loft
2025-10-20,Adset-8,URL-412,LinkedIn,4166,53801,2273,51,15,Sunshine Meadows
2025-10-20,Adset-9,URL-125,LinkedIn,2797,43192,1990,81,18,Elite Enclave
2025-10-20,Adset-2,URL-437,Facebook,13961,81374,1794,54,9,ASBL Loft
2025-10-20,Adset-2,URL-116,Meta,15379,99864,2033,30,11,Elite Enclave
2025-10-20,Adset-5,URL-424,Google,11661,56767,1058,33,27,Skyline Towers
2025-10-20,Adset-2,URL-327,YouTube,3972,13995,2518,87,17,ASBL Loft
2025-10-20,Adset-12,URL-377,Instagram,9246,37033,2722,69,2,ASBL Spectra
2025-10-20,Adset-2,URL-412,Meta,18827,43344,1771,40,11,Riverfront Homes
2025-10-20,Adset-13,URL-164,Facebook,6876,10997,1230,32,1,Riverfront Homes
2025-10-20,Adset-10,URL-400,Facebook,9058,7072,2696,20,9,ASBL Palm
2025-10-20,Adset-2,URL-432,LinkedIn,1664,67236,1934,14,0,GreenNest Residency
2025-10-20,Adset-11,URL-412,YouTube,2593,6453,2033,30,10,ASBL Palm
2025-10-20,Adset-2,URL-246,Meta,9466,78867,2516,43,1,ASBL Spectra
2025-10-20,Adset-11,URL-412,WhatsApp,6399,7755,1953,79,13,ASBL Lakeside
2025-10-20,Adset-6,URL-339,Google,16027,67731,2698,55,19,Sunshine Meadows
2025-10-20,Adset-14,URL-327,Google,2387,63424,1542,85,8,ASBL Spectra
2025-10-20,Adset-4,URL-377,WhatsApp,8053,90211,1492,86,10,ASBL Palm
2025-10-20,Adset-2,URL-339,YouTube,8960,10281,2978,41,29,ASBL Spectra
2025-10-20,Adset-6,URL-481,Google,10253,42510,2512,78,15,Sunshine Meadows
2025-10-20,Adset-12,URL-172,LinkedIn,1618,60066,2321,89,1,ASBL Lakeside
2025-10-20,Adset-7,URL-481,Instagram,4592,20574,2099,34,16,Sunshine Meadows
2025-10-20,Adset-8,URL-116,Instagram,6257,21646,2051,72,28,Riverfront Homes
2025-10-20,Adset-4,URL-377,Google,5985,40755,2572,66,2,Sunshine Meadows
2025-10-20,Adset-4,URL-366,WhatsApp,6928,53641,2635,91,19,Riverfront Homes
2025-10-20,Adset-3,URL-116,LinkedIn,17808,49277,2963,32,3,Riverfront Homes
2025-10-21,Adset-3,URL-481,Google,16920,64486,2567,20,19,Sunshine Meadows
2025-10-21,Adset-6,URL-424,Instagram,13006,36259,1446,43,1,GreenNest Residency
2025-10-21,Adset-1,URL-125,Meta,2959,88880,1041,76,13,ASBL Lakeside
2025-10-21,Adset-9,URL-323,Instagram,2204,25882,1909,50,21,ASBL Loft
2025-10-21,Adset-1,URL-366,WhatsApp,11363,35041,1617,89,16,Skyline Towers
2025-10-21,Adset-5,URL-356,Meta,11708,5241,1440,2,12,ASBL Lakeside
2025-10-21,Adset-10,URL-377,YouTube,12072,17378,2753,2,1,Sunshine Meadows
2025-10-21,Adset-6,URL-481,Google,19244,72348,1118,48,16,ASBL Palm
2025-10-21,Adset-1,URL-339,Instagram,12307,43931,2917,1,8,Riverfront Homes
2025-10-21,Adset-12,URL-378,YouTube,15025,53272,2333,61,20,ASBL Spectra
2025-10-21,Adset-4,URL-356,WhatsApp,10017,71109,2533,94,27,GreenNest Residency
2025-10-21,Adset-8,URL-116,WhatsApp,18128,55611,1623,3,18,ASBL Palm
2025-10-21,Adset-13,URL-481,LinkedIn,19480,93742,1414,35,28,ASBL Palm
2025-10-21,Adset-3,URL-116,LinkedIn,12217,11171,1686,89,17,ASBL Palm
2025-10-21,Adset-14,URL-323,YouTube,14269,38822,1711,6,23,Elite Enclave
2025-10-21,Adset-9,URL-400,LinkedIn,2867,42665,2809,1,8,ASBL Palm
2025-10-21,Adset-11,URL-327,Google,18019,10551,1729,75,18,ASBL Lakeside
2025-10-21,Adset-1,URL-164,Facebook,9551,88409,1469,43,7,Skyline Towers
2025-10-21,Adset-4,URL-457,Meta,13857,53295,2196,57,7,GreenNest Residency
2025-10-21,Adset-2,URL-327,YouTube,6922,53422,2529,10,27,ASBL Lakeside
2025-10-21,Adset-12,URL-437,Facebook,15261,47585,2238,20,20,ASBL Lakeside
2025-10-21,Adset-5,URL-424,YouTube,16743,19906,1048,13,4,ASBL Palm
2025-10-21,Adset-4,URL-437,Meta,7782,58110,1324,11,15,ASBL Palm
2025-10-21,Adset-1,URL-164,LinkedIn,8231,34072,1623,39,17,ASBL Lakeside
2025-10-21,Adset-1,URL-116,LinkedIn,1436,68879,1496,48,26,ASBL Loft
2025-10-21,Adset-8,URL-400,WhatsApp,17333,22428,1289,60,23,GreenNest Residency
2025-10-21,Adset-8,URL-366,Meta,14991,23977,2043,88,12,ASBL Palm
2025-10-21,Adset-11,URL-412,Meta,18119,38618,1781,73,16,Sunshine Meadows
2025-10-21,Adset-2,URL-246,Meta,11534,13195,1525,3,25,ASBL Spire
2025-10-21,Adset-13,URL-457,Instagram,2873,43032,2220,2,0,ASBL Spectra
2025-10-21,Adset-8,URL-400,Instagram,14990,20797,2068,82,12,Skyline Towers
2025-10-21,Adset-14,URL-378,YouTube,18099,33817,2804,13,2,Sunshine Meadows
2025-10-21,Adset-14,URL-437,Instagram,1407,44456,1368,20,7,ASBL Spire
2025-10-21,Adset-1,URL-301,Google,1879,95720,2387,75,28,GreenNest Residency
2025-10-21,Adset-4,URL-457,WhatsApp,2694,75614,2577,41,11,ASBL Loft
2025-10-21,Adset-6,URL-432,LinkedIn,12647,82056,2260,18,11,Riverfront Homes
2025-10-21,Adset-12,URL-246,Google,9592,46772,2265,47,8,Elite Enclave
2025-10-21,Adset-5,URL-400,Meta,1244,30891,2685,84,23,Skyline Towers
2025-10-21,Adset-8,URL-323,LinkedIn,16031,56605,1432,13,14,Sunshine Meadows
2025-10-21,Adset-12,URL-356,YouTube,15557,33377,1144,67,28,GreenNest Residency
2025-10-21,Adset-10,URL-246,WhatsApp,10688,59580,2882,15,3,Skyline Towers
2025-10-21,Adset-8,URL-339,Instagram,2364,59080,1790,15,3,ASBL Spectra
2025-10-21,Adset-11,URL-424,YouTube,6873,68811,1266,57,0,ASBL Spire
2025-10-22,Adset-5,URL-172,LinkedIn,15064,35041,1865,50,29,ASBL Spectra
2025-10-22,Adset-8,URL-125,LinkedIn,13325,60526,2477,6,26,ASBL Spectra
2025-10-22,Adset-6,URL-432,Instagram,5319,68495,2953,98,28,ASBL Loft
2025-10-22,Adset-4,URL-172,Instagram,13552,49920,1532,48,13,ASBL Loft
2025-10-22,Adset-8,URL-437,YouTube,9025,20440,1497,59,26,ASBL Spire
2025-10-22,Adset-7,URL-164,Facebook,3549,71448,1589,96,23,ASBL Spectra
2025-10-22,Adset-1,URL-301,Meta,9280,82853,2659,49,14,ASBL Spectra
2025-10-22,Adset-9,URL-377,LinkedIn,7012,55691,1564,50,6,GreenNest Residency
2025-10-22,Adset-13,URL-323,WhatsApp,10225,9268,2414,45,6,Sunshine Meadows
2025-10-22,Adset-4,URL-481,YouTube,5579,97272,1957,78,18,Skyline Towers
2025-10-22,Adset-3,URL-125,WhatsApp,6862,90147,1853,59,24,Elite Enclave
2025-10-22,Adset-8,URL-246,WhatsApp,19195,10126,2022,34,9,Sunshine Meadows
2025-10-22,Adset-1,URL-125,LinkedIn,12555,8429,2907,27,16,ASBL Lakeside
2025-10-22,Adset-8,URL-377,Instagram,7452,28345,2053,41,10,Skyline Towers
2025-10-22,Adset-6,URL-457,Meta,16683,65434,2582,94,9,ASBL Spire
2025-10-22,Adset-7,URL-172,Instagram,14632,24877,1475,40,3,ASBL Lakeside
2025-10-22,Adset-6,URL-301,Facebook,15273,24046,1436,10,22,Skyline Towers
2025-10-22,Adset-9,URL-412,Facebook,19967,26087,1562,34,15,Elite Enclave
